anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2016,Noviembre,2016-11-24 00:00:00,2016-01-16 00:00:00,22:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2016
2016,Enero,2016-01-20 00:00:00,2016-01-17 00:00:00,22:30:00,PRIVACION DE LA LIBERTAD PERSONAL (REALIZAR ACTO SEXUAL),DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-1CD,Ejercito De Oriente Zona Peñon,IZTAPALAPA,2016
2016,Enero,2016-01-24 00:00:00,2016-01-17 00:00:00,22:22:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,,TLAHUAC,2016
2016,Enero,2016-01-24 00:00:00,2016-01-17 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,El Triangulo,IZTAPALAPA,2016
2016,Enero,2016-01-17 00:00:00,2016-01-17 00:00:00,17:27:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Jose Lopez Portillo,IZTAPALAPA,2016
2016,Febrero,2016-02-02 00:00:00,2016-01-18 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-4,UI-2CD,Centro,CUAUHTEMOC,2016
2017,Enero,2017-01-20 00:00:00,2016-01-19 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-1SD,Cerro De La Estrella,IZTAPALAPA,2016
2016,Julio,2016-07-02 00:00:00,2016-01-19 00:00:00,23:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Centro,IZTAPALAPA,2016
2016,Enero,2016-01-20 00:00:00,2016-01-19 00:00:00,20:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,Santa Maria Nonoalco,BENITO JUAREZ,2016
2016,Febrero,2016-02-12 00:00:00,2016-01-20 00:00:00,07:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Argentina Antigua,MIGUEL HIDALGO,2016
2016,Enero,2016-01-20 00:00:00,2016-01-20 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Piloto Adolfo Lopez Mateos,ALVARO OBREGON,2016
2016,Abril,2016-04-09 00:00:00,2016-01-21 00:00:00,22:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-8,UI-1CD,Magdalena De Las Salinas,GUSTAVO A. MADERO,2016
2016,Enero,2016-01-25 00:00:00,2016-01-23 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-2,UI-3CD,Pueblo San Andres Totoltepec,TLALPAN,2016
2016,Enero,2016-01-24 00:00:00,2016-01-24 00:00:00,03:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,Roma Norte,CUAUHTEMOC,2016
2016,Enero,2016-01-24 00:00:00,2016-01-24 00:00:00,01:37:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Granjas Navidad,CUAJIMALPA DE MORELOS,2016
2016,Junio,2016-06-10 00:00:00,2016-01-25 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,JUZGADOS FAMILIARES,AEAM,UI-2SD,Del Valle Centro,BENITO JUAREZ,2016
2016,Octubre,2016-10-04 00:00:00,2016-01-25 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3SD,Santa Martha Acatitla Sur,IZTAPALAPA,2016
2016,Enero,2016-01-26 00:00:00,2016-01-25 00:00:00,21:00:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Paseos De Churubusco,IZTAPALAPA,2016
2016,Enero,2016-01-26 00:00:00,2016-01-25 00:00:00,12:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,Roma Norte,CUAUHTEMOC,2016
2016,Enero,2016-01-26 00:00:00,2016-01-25 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Chimalistac,ALVARO OBREGON,2016
2016,Octubre,2016-10-26 00:00:00,2016-01-25 00:00:00,01:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Arpto Int De La Cd De Mex-Equipamiento,IZTAPALAPA,2016
2016,Enero,2016-01-27 00:00:00,2016-01-26 00:00:00,21:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-1,UI-1CD,Anahuac Ii Seccion,MIGUEL HIDALGO,2016
2016,Enero,2016-01-27 00:00:00,2016-01-26 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-2,UI-2CD,Pensador Mexicano,VENUSTIANO CARRANZA,2016
2016,Enero,2016-01-26 00:00:00,2016-01-26 00:00:00,03:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-4,UI-1CD,Lomas De San Angel Inn,ALVARO OBREGON,2016
2016,Enero,2016-01-27 00:00:00,2016-01-27 00:00:00,13:29:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Las Aguilas,ALVARO OBREGON,2016
2016,Enero,2016-01-27 00:00:00,2016-01-27 00:00:00,07:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-8,UI-2CD,San Juan De Aragon Vi Seccion,GUSTAVO A. MADERO,2016
2016,Enero,2016-01-28 00:00:00,2016-01-27 00:00:00,21:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Juarez,CUAUHTEMOC,2016
2016,Enero,2016-01-28 00:00:00,2016-01-27 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-4,UI-3SD,Victoria De Las Democracias,AZCAPOTZALCO,2016
2016,Enero,2016-01-29 00:00:00,2016-01-27 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Romero De Terreros,COYOACAN,2016
2016,Febrero,2016-02-03 00:00:00,2016-01-28 00:00:00,23:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS,STCMTS,UI-1SD,Buenavista,CUAUHTEMOC,2016
2016,Enero,2016-01-29 00:00:00,2016-01-28 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Anahuac Ii Seccion,MIGUEL HIDALGO,2016
2016,Enero,2016-01-30 00:00:00,2016-01-30 00:00:00,02:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,San Angel,ALVARO OBREGON,2016
2016,Enero,2016-01-31 00:00:00,2016-01-30 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS,B,UI-3CD,Centro,CUAUHTEMOC,2016
2016,Febrero,2016-02-02 00:00:00,2016-02-02 00:00:00,14:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,San Juan De Aragon Ii Seccion,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-02 00:00:00,2016-02-02 00:00:00,16:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-2CD,Chinampac De Juarez,IZTAPALAPA,2016
2016,Febrero,2016-02-03 00:00:00,2016-02-02 00:00:00,13:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-3CD,Pedregal De Santo Domingo,COYOACAN,2016
2016,Mayo,2016-05-09 00:00:00,2016-02-03 00:00:00,09:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-3CD,Pro Hogar,AZCAPOTZALCO,2016
2016,Febrero,2016-02-04 00:00:00,2016-02-03 00:00:00,18:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-3SD,Ampliacion Napoles,BENITO JUAREZ,2016
2016,Febrero,2016-02-05 00:00:00,2016-02-03 00:00:00,09:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Aguilera,AZCAPOTZALCO,2016
2016,Febrero,2016-02-05 00:00:00,2016-02-04 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Pedregal De Santo Domingo,COYOACAN,2016
2016,Febrero,2016-02-04 00:00:00,2016-02-04 00:00:00,18:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-10,UI-1SD,Pueblo Santa Martha Acatitla,IZTAPALAPA,2016
2016,Febrero,2016-02-07 00:00:00,2016-02-05 00:00:00,23:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,Roma Sur,CUAUHTEMOC,2016
2016,Febrero,2016-02-08 00:00:00,2016-02-06 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-1,UI-1SD,Zona Centro,VENUSTIANO CARRANZA,2016
2016,Febrero,2016-02-09 00:00:00,2016-02-08 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Villa Tlalpan,TLALPAN,2016
2016,Febrero,2016-02-08 00:00:00,2016-02-08 00:00:00,09:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Barrio San Miguel,IZTAPALAPA,2016
2016,Febrero,2016-02-10 00:00:00,2016-02-09 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS,TUR-2,UI-1SD,Leyes De Reforma 1a Seccion,VENUSTIANO CARRANZA,2016
2016,Febrero,2016-02-18 00:00:00,2016-02-10 00:00:00,10:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Villa De Cortes,BENITO JUAREZ,2016
2016,Febrero,2016-02-12 00:00:00,2016-02-12 00:00:00,06:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Pueblo Santa Maria Nativitas,XOCHIMILCO,2016
2016,Abril,2016-04-14 00:00:00,2016-02-13 00:00:00,21:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAJIMALPA,CJ-1,UI-1SD,Lomas De Memetla,CUAJIMALPA DE MORELOS,2016
2016,Febrero,2016-02-14 00:00:00,2016-02-14 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Santiago Atepetlac,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-15 00:00:00,2016-02-15 00:00:00,16:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-1,UI-3SD,Pueblo Santiago Tepalcatlalpan,XOCHIMILCO,2016
2016,Febrero,2016-02-19 00:00:00,2016-02-15 00:00:00,21:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Arenal 3a. Seccion,VENUSTIANO CARRANZA,2016
2016,Junio,2016-06-26 00:00:00,2016-02-15 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-6,UI-3SD,Centro,CUAUHTEMOC,2016
2016,Febrero,2016-02-15 00:00:00,2016-02-15 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Buenavista,CUAUHTEMOC,2016
2016,Febrero,2016-02-17 00:00:00,2016-02-16 00:00:00,09:55:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,San Miguel Teotongo (Secc La Cruz),IZTAPALAPA,2016
2016,Febrero,2016-02-17 00:00:00,2016-02-16 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,La Era,IZTAPALAPA,2016
2016,Febrero,2016-02-18 00:00:00,2016-02-16 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Pradera 2a Seccion,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-19 00:00:00,2016-02-16 00:00:00,07:00:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-2CD,Moctezuma 2a. Seccion,VENUSTIANO CARRANZA,2016
2016,Febrero,2016-02-17 00:00:00,2016-02-17 00:00:00,08:36:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Hidalgo,ALVARO OBREGON,2016
2016,Febrero,2016-02-17 00:00:00,2016-02-17 00:00:00,10:05:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-2CD,Estanzuela,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-17 00:00:00,2016-02-17 00:00:00,07:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-2CD,Pueblo Ocotla,TLALPAN,2016
2016,Febrero,2016-02-26 00:00:00,2016-02-17 00:00:00,07:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Polvorilla,IZTAPALAPA,2016
2016,Febrero,2016-02-18 00:00:00,2016-02-18 00:00:00,12:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Parque Nacional Bosque Del Pedregal,TLALPAN,2016
2016,Febrero,2016-02-20 00:00:00,2016-02-19 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Loma La Palma,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-29 00:00:00,2016-02-19 00:00:00,13:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-8,UI-2CD,Granjas Modernas,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-20 00:00:00,2016-02-19 00:00:00,04:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Zona Escolar Oriente,GUSTAVO A. MADERO,2016
2016,Febrero,2016-02-21 00:00:00,2016-02-20 00:00:00,17:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-8,UI-2CD,Cerro De La Estrella,IZTAPALAPA,2016
2016,Febrero,2016-02-22 00:00:00,2016-02-22 00:00:00,11:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-2,UI-1CD,Aquiles Serdan,VENUSTIANO CARRANZA,2016
2016,Febrero,2016-02-25 00:00:00,2016-02-23 00:00:00,21:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-4,UI-1CD,Progresista,IZTAPALAPA,2016
2016,Abril,2016-04-01 00:00:00,2016-02-23 00:00:00,04:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Santa Ines,XOCHIMILCO,2016
2016,Abril,2016-04-05 00:00:00,2016-02-23 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Tlaxpana,MIGUEL HIDALGO,2016
2016,Febrero,2016-02-24 00:00:00,2016-02-23 00:00:00,20:15:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,San Miguel Teotongo Secc Guadalupe,IZTAPALAPA,2016
2018,Marzo,2018-03-31 00:00:00,2016-02-23 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,,AZCAPOTZALCO,2016
2016,Marzo,2016-03-01 00:00:00,2016-02-24 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-3SD,Merced Balbuena,VENUSTIANO CARRANZA,2016
2016,Mayo,2016-05-26 00:00:00,2016-02-24 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,Santa Cruz Atoyac,BENITO JUAREZ,2016
2016,Febrero,2016-02-24 00:00:00,2016-02-24 00:00:00,16:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-3CD,Barrio Los Reyes,AZCAPOTZALCO,2016
2016,Marzo,2016-03-14 00:00:00,2016-02-25 00:00:00,17:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-1,UI-1CD,Torre Blanca,MIGUEL HIDALGO,2016
2016,Febrero,2016-02-25 00:00:00,2016-02-25 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Vallejo,GUSTAVO A. MADERO,2016
2016,Marzo,2016-03-09 00:00:00,2016-02-26 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Arvide,ALVARO OBREGON,2016
2016,Febrero,2016-02-26 00:00:00,2016-02-26 00:00:00,03:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-2CD,Pueblo San Mateo Xalpa,XOCHIMILCO,2016
2016,Marzo,2016-03-19 00:00:00,2016-02-27 00:00:00,03:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1CD,Roma Norte,CUAUHTEMOC,2016
2016,Junio,2016-06-06 00:00:00,2016-02-27 00:00:00,02:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Lomas De San Lorenzo,IZTAPALAPA,2016
2016,Febrero,2016-02-29 00:00:00,2016-02-27 00:00:00,02:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS,B,UI-2CD,Lomas De San Lorenzo,IZTAPALAPA,2016
2016,Febrero,2016-02-29 00:00:00,2016-02-28 00:00:00,20:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-4,UI-2CD,Fuentes Brotantes,TLALPAN,2016
2016,Abril,2016-04-25 00:00:00,2016-02-28 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-1CD,San Joaquin,MIGUEL HIDALGO,2016
2016,Febrero,2016-02-29 00:00:00,2016-02-29 00:00:00,13:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-1,UI-2SD,Zona Centro,VENUSTIANO CARRANZA,2016
2016,Marzo,2016-03-01 00:00:00,2016-02-29 00:00:00,23:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-3SD,Insurgentes Mixcoac,BENITO JUAREZ,2016
2016,Marzo,2016-03-08 00:00:00,2016-02-29 00:00:00,18:31:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Del Valle Sur,BENITO JUAREZ,2016
2016,Marzo,2016-03-02 00:00:00,2016-03-01 00:00:00,18:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Roma Norte,CUAUHTEMOC,2016
2016,Marzo,2016-03-02 00:00:00,2016-03-02 00:00:00,12:25:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Insurgentes Mixcoac,BENITO JUAREZ,2016
2016,Marzo,2016-03-02 00:00:00,2016-03-02 00:00:00,06:15:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,FAS,UI-1CD,Progreso Tizapan,ALVARO OBREGON,2016
