anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2024,Junio,2024-06-06 00:00:00,2024-05-11 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Los Olivos,IZTAPALAPA,2024
2024,Mayo,2024-05-14 00:00:00,2024-05-11 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-3,1 SIN DETENIDO,Artes Graficas,VENUSTIANO CARRANZA,2024
2024,Mayo,2024-05-13 04:41:00,2024-05-12 22:12:00,22:12:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,,TLALPAN,2024
2024,Septiembre,2024-09-11 00:00:00,2024-05-13 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,B,Unidad 9,Barrio La Purisima Ticoman,GUSTAVO A. MADERO,2024
2024,Mayo,2024-05-13 00:00:00,2024-05-13 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-2,UI-1SD,Barrio La Purisima Ticoman,GUSTAVO A. MADERO,2024
2024,Mayo,2024-05-22 00:00:00,2024-05-13 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-8,UI-1CD,Valle De San Lorenzo,IZTAPALAPA,2024
2024,Mayo,2024-05-14 03:23:00,2024-05-14 00:20:00,00:20:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Buenavista,IZTAPALAPA,2024
2024,Mayo,2024-05-15 00:04:00,2024-05-14 15:30:00,15:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pueblo San Pedro Xalpa,IZTAPALAPA,2024
2024,Mayo,2024-05-15 00:00:00,2024-05-15 00:00:00,13:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-2,UI-3CD,San Felipe De Jesus,GUSTAVO A. MADERO,2024
2024,Mayo,2024-05-18 00:00:00,2024-05-18 00:00:00,00:48:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,D M Nacional,IZTAPALAPA,2024
2024,Agosto,2024-08-12 00:00:00,2024-05-18 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,General Felipe Berriozabal,IZTAPALAPA,2024
2024,Mayo,2024-05-20 00:00:00,2024-05-19 00:00:00,05:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,UAT-CUH-2,UI-1SD,Juarez,CUAUHTEMOC,2024
2024,Junio,2024-06-30 00:00:00,2024-05-20 00:00:00,23:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Agricola Oriental,IZTACALCO,2024
2024,Mayo,2024-05-20 00:00:00,2024-05-20 00:00:00,19:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Morelos,IZTAPALAPA,2024
2024,Mayo,2024-05-21 00:00:00,2024-05-20 00:00:00,22:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,Miguel Hidalgo 4a Seccion,TLALPAN,2024
2024,Junio,2024-06-03 00:00:00,2024-05-21 00:00:00,21:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,UAT-CUH-8,UI-1SD,Obrera,CUAUHTEMOC,2024
2024,Julio,2024-07-01 00:00:00,2024-05-22 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Cristo Rey,IZTAPALAPA,2024
2024,Junio,2024-06-05 00:00:00,2024-05-22 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Tlalpan Centro,IZTAPALAPA,2024
2025,Enero,2025-01-08 13:14:31,2024-05-23 13:00:00,13:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Quirino Mendoza,IZTAPALAPA,2024
2024,Mayo,2024-05-24 00:00:00,2024-05-24 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Centro,IZTAPALAPA,2024
2024,Junio,2024-06-07 00:00:00,2024-05-24 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLÁHUAC,UAT-TLH-1,2 SIN DETENIDO,,TLAHUAC,2024
2024,Mayo,2024-05-31 00:00:00,2024-05-25 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,C,Unidad 12,Lomas De Chapultepec I Seccion,MIGUEL HIDALGO,2024
2024,Mayo,2024-05-25 11:52:00,2024-05-25 09:38:00,09:38:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Lomas De Vista Hermosa,IZTAPALAPA,2024
2024,Junio,2024-06-04 00:00:00,2024-05-26 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLÁHUAC,UAT-TLH-1,1 SIN DETENIDO,Villa Centroamericana,TLAHUAC,2024
2024,Julio,2024-07-29 00:00:00,2024-05-27 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-3,1 SIN DETENIDO,Granjas Mexico,IZTACALCO,2024
2024,Mayo,2024-05-29 00:00:00,2024-05-28 00:00:00,07:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",C,Unidad de investigación C-7,Del Carmen,COYOACAN,2024
2024,Junio,2024-06-21 00:00:00,2024-05-29 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN AZCAPOTZALCO,UAT-AZ-4,UI-3SD,Claveria,AZCAPOTZALCO,2024
2024,Julio,2024-07-11 00:00:00,2024-05-31 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Nonoalco Tlatelolco,IZTAPALAPA,2024
2024,Junio,2024-06-03 00:00:00,2024-05-31 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,UAT-AO-4,UI-1SD,Los Alpes,ALVARO OBREGON,2024
2024,Junio,2024-06-02 00:00:00,2024-06-01 00:00:00,17:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Barrio Nochtla,IZTAPALAPA,2024
2024,Junio,2024-06-02 00:00:00,2024-06-02 00:00:00,13:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MILPA ALTA,MIL-1,UI-3CD,,MILPA ALTA,2024
2024,Junio,2024-06-04 00:00:00,2024-06-02 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Gabriel Ramos Millan Secc Tlacotal,IZTACALCO,2024
2024,Junio,2024-06-27 00:00:00,2024-06-03 00:00:00,10:35:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-3,UI-1SD,Bosque De Las Lomas,MIGUEL HIDALGO,2024
2024,Julio,2024-07-09 00:00:00,2024-06-07 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-9,UI-1SD,Buenavista,IZTAPALAPA,2024
2024,Junio,2024-06-09 00:00:00,2024-06-09 00:00:00,15:25:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,UAT-AO-4,UI-1SD,San Pedro De Los Pinos,ALVARO OBREGON,2024
2024,Junio,2024-06-09 00:00:00,2024-06-09 00:00:00,07:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Gabriel Ramos Millan Seccion Cuchilla,IZTACALCO,2024
2024,Junio,2024-06-11 00:00:00,2024-06-10 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-5,UI-1SD,Los Sauces,COYOACAN,2024
2024,Junio,2024-06-15 00:00:00,2024-06-10 00:00:00,23:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Alamos,IZTAPALAPA,2024
2024,Junio,2024-06-13 00:00:00,2024-06-12 00:00:00,23:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,A,Unidad 1,Tlatilco,AZCAPOTZALCO,2024
2024,Junio,2024-06-12 00:00:00,2024-06-12 00:00:00,08:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-2SD,,COYOACAN,2024
2024,Junio,2024-06-13 00:00:00,2024-06-13 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-3,UI-1SD,Progreso Nacional,GUSTAVO A. MADERO,2024
2024,Junio,2024-06-14 00:00:00,2024-06-14 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN XOCHIMILCO,UAT-XO-2,UI-1SD,San Lorenzo La Cebada,XOCHIMILCO,2024
2024,Junio,2024-06-16 00:00:00,2024-06-14 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,San Felipe De Jesus,IZTAPALAPA,2024
2024,Junio,2024-06-25 00:00:00,2024-06-15 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-3,1 SIN DETENIDO,Federal,VENUSTIANO CARRANZA,2024
2024,Julio,2024-07-01 00:00:00,2024-06-17 00:00:00,01:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pedregal De San Nicolas 3a Seccion,IZTAPALAPA,2024
2024,Junio,2024-06-18 00:00:00,2024-06-17 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,Miguel Hidalgo 4a Seccion,TLALPAN,2024
2024,Junio,2024-06-18 00:00:00,2024-06-18 00:00:00,19:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Cuchilla Pantitlan,VENUSTIANO CARRANZA,2024
2024,Junio,2024-06-19 00:00:00,2024-06-18 00:00:00,09:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-2,UI-1SD,General Ignacio Zaragoza,VENUSTIANO CARRANZA,2024
2024,Junio,2024-06-27 00:00:00,2024-06-21 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2024
2024,Junio,2024-06-22 00:00:00,2024-06-22 00:00:00,18:30:00,PRIVACION DE LA LIBERTAD PERSONAL (REALIZAR ACTO SEXUAL),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-2CD,Lomas De Chapultepec Iii Seccion,MIGUEL HIDALGO,2024
2024,Julio,2024-07-03 00:00:00,2024-06-22 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2024
2024,Julio,2024-07-30 00:00:00,2024-06-22 00:00:00,08:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-2,UI-1CD,Industrial,GUSTAVO A. MADERO,2024
2024,Junio,2024-06-28 00:00:00,2024-06-24 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Santa Anita,IZTACALCO,2024
2024,Junio,2024-06-28 00:00:00,2024-06-28 00:00:00,06:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-3,UI-1SD,Cuautepec De Madero,GUSTAVO A. MADERO,2024
2024,Julio,2024-07-04 14:03:00,2024-06-29 00:00:00,00:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pueblo Mexicaltzingo,IZTAPALAPA,2024
2024,Julio,2024-07-06 00:00:00,2024-06-30 00:00:00,16:48:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Pueblo San Bartolo Ameyalco,IZTAPALAPA,2024
2024,Julio,2024-07-06 00:00:00,2024-07-03 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,Campestre Aragon,GUSTAVO A. MADERO,2024
2024,Julio,2024-07-05 00:00:00,2024-07-04 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Centro,IZTAPALAPA,2024
2024,Julio,2024-07-06 00:00:00,2024-07-06 00:00:00,13:25:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MILPA ALTA,UAT-MIL-1,UI-1SD,Barrio La Lupita Xolco,MILPA ALTA,2024
2024,Julio,2024-07-13 00:00:00,2024-07-06 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ampliacion Penitenciaria,IZTAPALAPA,2024
2024,Octubre,2024-10-04 00:00:00,2024-07-10 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro,IZTAPALAPA,2024
2024,Julio,2024-07-17 00:00:00,2024-07-10 00:00:00,18:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-3,UI-1SD,Magdalena De Las Salinas,GUSTAVO A. MADERO,2024
2024,Agosto,2024-08-26 00:00:00,2024-07-11 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Romero Rubio,IZTAPALAPA,2024
2024,Agosto,2024-08-25 00:00:00,2024-07-12 00:00:00,20:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-8,UI-2CD,,IZTAPALAPA,2024
2024,Julio,2024-07-15 00:00:00,2024-07-14 00:00:00,22:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-1SD,Pueblo Santa Martha Acatitla,IZTAPALAPA,2024
2024,Julio,2024-07-14 00:00:00,2024-07-14 00:00:00,04:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Maximino Avila Camacho,IZTAPALAPA,2024
2024,Julio,2024-07-23 00:00:00,2024-07-23 00:00:00,19:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-2,UI-1SD,Moctezuma 2a. Seccion,VENUSTIANO CARRANZA,2024
2024,Julio,2024-07-29 00:00:00,2024-07-25 00:00:00,21:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,Pueblo San Lorenzo Huipulco,TLALPAN,2024
2024,Julio,2024-07-28 00:00:00,2024-07-26 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Ampliacion Daniel Garza,IZTAPALAPA,2024
2024,Julio,2024-07-26 00:00:00,2024-07-26 00:00:00,11:32:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Narvarte Poniente,IZTAPALAPA,2024
2024,Julio,2024-07-27 00:00:00,2024-07-27 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-4,UI-2SD,Nueva Diaz Ordaz,COYOACAN,2024
2024,Agosto,2024-08-13 00:00:00,2024-07-27 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Santa Fe Cuajimalpa,IZTAPALAPA,2024
2024,Julio,2024-07-28 00:00:00,2024-07-28 00:00:00,00:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-1,3 SIN DETENIDO,Barranca Seca,LA MAGDALENA CONTRERAS,2024
2024,Julio,2024-07-29 00:00:00,2024-07-28 00:00:00,00:42:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pedregal De Santo Domingo,IZTAPALAPA,2024
2024,Julio,2024-07-30 00:00:00,2024-07-29 00:00:00,17:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MILPA ALTA,UAT-MIL-1,UI-1SD,Barrio San Jose,MILPA ALTA,2024
2024,Agosto,2024-08-05 00:00:00,2024-07-30 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,,TLALPAN,2024
2024,Agosto,2024-08-01 00:00:00,2024-08-01 00:00:00,19:03:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAJIMALPA,UAT-CUJ-1,UI-1SD,Ahuatenco,CUAJIMALPA DE MORELOS,2024
2024,Agosto,2024-08-15 00:00:00,2024-08-01 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Granjas Mexico,IZTACALCO,2024
2024,Agosto,2024-08-12 00:00:00,2024-08-01 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pueblo San Lorenzo Huipulco,IZTAPALAPA,2024
2024,Agosto,2024-08-03 00:00:00,2024-08-02 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Tierra Nueva,IZTAPALAPA,2024
2024,Agosto,2024-08-03 11:11:00,2024-08-03 03:00:00,03:00:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Damian Carmona,IZTAPALAPA,2024
2024,Agosto,2024-08-15 00:00:00,2024-08-06 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,,TLALPAN,2024
2024,Agosto,2024-08-06 00:00:00,2024-08-06 00:00:00,10:12:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,B,Unidad 7,Villa Coyoacan,COYOACAN,2024
2024,Agosto,2024-08-09 00:00:00,2024-08-08 00:00:00,12:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-3,1 SIN DETENIDO,Morelos,VENUSTIANO CARRANZA,2024
2024,Agosto,2024-08-09 00:00:00,2024-08-08 00:00:00,21:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Tlazintla,IZTACALCO,2024
2024,Agosto,2024-08-20 00:00:00,2024-08-10 00:00:00,15:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-2SD,,TLALPAN,2024
