Año,Tipo_de_delito,Modalidad,Sexo,Rango_de_edad,Mes,Numero_registros
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Enero,2
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Enero,2
2016,Rapto,Rapto,No identificado,No identificado,Enero,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,49
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Febrero,1
2016,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Febrero,1
2016,Secuestro,Secuestro extorsivo,Hombre,No especificado,Febrero,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,47
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Marzo,3
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Marzo,54
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Abril,1
2016,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Abril,1
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Abril,1
2016,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Abril,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Abril,65
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Mayo,5
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Mayo,6
2016,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Mayo,1
2016,Rapto,Rapto,No identificado,No identificado,Mayo,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Mayo,67
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Junio,2
2016,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Junio,1
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Junio,1
2016,Rapto,Rapto,No identificado,No identificado,Junio,2
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Junio,58
2016,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Julio,1
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Julio,2
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Julio,3
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Julio,60
2016,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Agosto,1
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Agosto,4
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Agosto,54
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Septiembre,1
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Septiembre,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Septiembre,65
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Octubre,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Octubre,56
2016,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Noviembre,2
2016,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Noviembre,2
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Noviembre,3
2016,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Noviembre,1
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Noviembre,66
2016,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Diciembre,1
2016,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Diciembre,4
2016,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Diciembre,2
2016,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Diciembre,58
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Enero,1
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Enero,1
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,70
2017,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Febrero,1
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Febrero,2
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Febrero,2
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,68
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Marzo,1
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Marzo,4
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Marzo,60
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Abril,3
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Abril,1
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Abril,78
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Mayo,2
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Mayo,3
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Mayo,74
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Junio,1
2017,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Junio,1
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Junio,2
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Junio,63
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Julio,5
2017,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Julio,1
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Julio,81
2017,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Agosto,2
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Agosto,1
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Agosto,3
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Agosto,83
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Septiembre,3
2017,Rapto,Rapto,No identificado,No identificado,Septiembre,1
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Septiembre,69
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Octubre,1
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Octubre,2
2017,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Octubre,1
2017,Rapto,Rapto,No identificado,No identificado,Octubre,1
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Octubre,90
2017,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Noviembre,2
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Noviembre,86
2017,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Diciembre,1
2017,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Diciembre,5
2017,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Diciembre,70
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Enero,3
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Enero,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Enero,9
2018,Secuestro,Secuestro exprés,Mujer,No especificado,Enero,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Enero,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Enero,2
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Enero,20
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Enero,16
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Enero,2
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Enero,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,75
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Febrero,1
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Febrero,6
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Febrero,12
2018,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Febrero,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Febrero,2
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Febrero,1
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Febrero,7
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Febrero,16
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Febrero,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Febrero,3
2018,Secuestro,Secuestro exprés,No identificado,No identificado,Febrero,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,98
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Marzo,2
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Marzo,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Marzo,14
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Marzo,3
2018,Secuestro,Secuestro exprés,Hombre,Menores de edad (0-17),Marzo,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Marzo,2
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Marzo,11
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Marzo,12
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Marzo,2
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Marzo,6
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Marzo,91
2018,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Abril,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Abril,2
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Abril,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Abril,10
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Abril,2
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Abril,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Abril,3
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Abril,15
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Abril,12
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Abril,6
2018,Tráfico de menores,Tráfico de menores,No identificado,No identificado,Abril,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Abril,96
2018,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Mayo,1
2018,Tráfico de menores,Tráfico de menores,Mujer,Menores de edad (0-17),Mayo,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Mayo,2
2018,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Mayo,2
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Mayo,7
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Mayo,14
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Mayo,5
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Mayo,4
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Mayo,11
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Mayo,34
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Mayo,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Mayo,5
2018,Secuestro,Secuestro exprés,No identificado,No identificado,Mayo,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Mayo,111
2018,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Junio,3
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Junio,6
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Junio,15
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Junio,5
2018,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Junio,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Junio,1
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Junio,19
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Junio,29
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Junio,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Junio,9
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Junio,243
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Julio,1
2018,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Julio,1
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Julio,7
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Julio,13
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Julio,1
2018,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Julio,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Julio,2
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Julio,3
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Julio,14
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Julio,25
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Julio,5
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Julio,7
2018,Rapto,Rapto,No identificado,No identificado,Julio,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Julio,119
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Agosto,4
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Agosto,6
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Agosto,15
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Agosto,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Agosto,4
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Agosto,13
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Agosto,38
2018,Secuestro,Secuestro extorsivo,Hombre,No especificado,Agosto,1
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Agosto,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Agosto,4
2018,Rapto,Rapto,No identificado,No identificado,Agosto,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Agosto,133
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Septiembre,3
2018,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Septiembre,1
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Septiembre,5
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Septiembre,23
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Septiembre,6
2018,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Septiembre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Septiembre,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Septiembre,1
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Septiembre,15
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Septiembre,22
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Septiembre,4
2018,Secuestro,Secuestro exprés,No identificado,No identificado,Septiembre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Septiembre,118
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Octubre,4
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Octubre,10
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Octubre,8
2018,Secuestro,Secuestro extorsivo,Mujer,No especificado,Octubre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Octubre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Octubre,2
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Octubre,3
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Octubre,17
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Octubre,18
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Octubre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Octubre,2
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Octubre,126
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Noviembre,19
2018,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Noviembre,1
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Noviembre,5
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Noviembre,22
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Noviembre,37
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Noviembre,3
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Noviembre,2
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Noviembre,10
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Noviembre,19
2018,Secuestro,Secuestro exprés,Hombre,No especificado,Noviembre,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Noviembre,2
2018,Secuestro,Secuestro exprés,No identificado,No identificado,Noviembre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Noviembre,58
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Diciembre,1
2018,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Diciembre,3
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Diciembre,12
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Diciembre,1
2018,Secuestro,Secuestro exprés,Hombre,Menores de edad (0-17),Diciembre,12
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Diciembre,1
2018,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Diciembre,4
2018,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Diciembre,2
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Diciembre,18
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Diciembre,1
2018,Rapto,Rapto,No identificado,No identificado,Diciembre,1
2018,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Diciembre,112
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Enero,5
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Enero,6
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Enero,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Enero,18
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Enero,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Enero,5
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Enero,7
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Enero,14
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Enero,21
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Enero,3
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Enero,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Enero,9
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,85
2019,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Febrero,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Febrero,46
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Febrero,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Febrero,87
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Febrero,17
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Febrero,27
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Febrero,3
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Febrero,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Febrero,41
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Febrero,21
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,26
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Marzo,44
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Marzo,3
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Marzo,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Marzo,35
2019,Secuestro,Secuestro exprés,Mujer,No especificado,Marzo,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Marzo,21
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Marzo,21
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Marzo,3
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Marzo,3
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Marzo,46
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Marzo,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Marzo,16
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Marzo,39
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Abril,28
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Abril,2
2019,Rapto,Rapto,Mujer,Adultos (18 y más),Abril,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Abril,33
2019,Secuestro,Secuestro exprés,Mujer,No especificado,Abril,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Abril,9
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Abril,24
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Abril,7
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Abril,41
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Abril,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Abril,18
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Abril,35
2019,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Mayo,1
